in_channels,f_height,max_channels,num_masks,latency_mean
11,4,61,2,0.07444288115948439
11,4,61,3,0.07481463020667434
11,4,61,4,0.07556394906714559
11,4,61,5,0.07496075937524438
11,4,66,1,0.06347348215058446
11,4,66,2,0.07443532114848495
11,4,66,3,0.07504321867600083
11,4,66,4,0.07495997939258814
11,4,66,5,0.0752889085561037
11,4,71,1,0.0647423998452723
11,4,71,2,0.07551234913989902
11,4,71,3,0.0748772406950593
11,4,71,4,0.07558746030554175
11,4,71,5,0.07567428052425385
11,4,76,1,0.06375877186655998
11,4,76,2,0.07505226181820035
11,4,76,3,0.07470723940059543
11,4,76,4,0.07574822986498475
11,4,76,5,0.07618322968482971
11,4,81,1,0.0637636985629797
11,4,81,2,0.07593899965286255
11,4,81,3,0.07559231948107481
11,4,81,4,0.07620629854500294
11,4,81,5,0.07626120001077652
11,4,86,1,0.06640217965468764
11,4,86,2,0.07551715010777116
11,4,86,3,0.07604449987411499
11,4,86,4,0.07570031099021435
11,4,86,5,0.07575253024697304
11,4,91,1,0.07090030936524272
11,4,91,2,0.07523954147472978
11,4,91,3,0.07547524990513921
11,4,91,4,0.07776084123179317
11,4,91,5,0.0770388706587255
11,4,96,1,0.06917726015672088
11,4,96,2,0.07570133078843355
11,4,96,3,0.07527360925450921
11,4,96,4,0.07553379982709885
11,4,96,5,0.07586492924019694
11,4,101,1,0.0743038416840136
11,4,101,2,0.07699643960222602
11,4,101,3,0.07630466017872095
11,4,101,4,0.07699308916926384
11,4,101,5,0.07596557959914207
11,4,106,1,0.07353894179686904
11,4,106,2,0.07611153181642294
11,4,106,3,0.07576536852866411
11,4,106,4,0.07719591958448291
11,4,106,5,0.07751127006486058
11,4,111,1,0.07629418047145009
11,4,111,2,0.07616170914843678
11,4,111,3,0.07574060000479221
11,4,111,4,0.07561831036582589
11,4,111,5,0.07678726920858026
11,4,116,1,0.07181961089372635
11,4,116,2,0.07627289043739438
11,4,116,3,0.07706173928454518
11,4,116,4,0.07685506949201226
11,4,116,5,0.07695439038798213
11,4,121,1,0.07582069840282202
11,4,121,2,0.07632070919498801
11,4,121,3,0.07664741948246956
11,4,121,4,0.0761675788089633
11,4,121,5,0.07681488990783691
11,4,126,1,0.07555199088528752
11,4,126,2,0.07613294059410691
11,4,126,3,0.07731792982667685
11,4,126,4,0.07666941964998841
11,4,126,5,0.07720964960753918
11,4,131,1,0.07664518896490335
11,4,131,2,0.07661788957193494
11,4,131,3,0.07908002939075232
11,4,131,4,0.07631495129317045
11,4,131,5,0.0770601094700396
11,4,136,1,0.07581048179417849
11,4,136,2,0.07594704860821366
11,4,136,3,0.07570510962978005
11,4,136,4,0.07858159020543098
11,4,136,5,0.07733417907729745
11,4,141,1,0.07622940931469202
11,4,141,2,0.07671996019780636
11,4,141,3,0.07659723982214928
11,4,141,4,0.07640469819307327
11,4,141,5,0.07714127888903022
11,4,146,1,0.07599456002935767
11,4,146,2,0.07655516033992171
11,4,146,3,0.07630776846781373
11,4,146,4,0.07839784026145935
11,4,146,5,0.0758851203136146
16,4,16,1,0.0786666409112513
16,4,16,2,0.08315683109685779
16,4,16,3,0.07991102058440447
16,4,16,4,0.07979911984875798
16,4,16,5,0.08403379004448652
16,4,21,1,0.06314101163297892
16,4,21,2,0.0638526794500649
16,4,21,3,0.06295331986621022
16,4,21,4,0.07467483868822455
16,4,21,5,0.07426109863445163
16,4,26,1,0.06280201952904463
16,4,26,2,0.0633479910902679
16,4,26,3,0.06467281142249703
16,4,26,4,0.07437880150973797
16,4,26,5,0.07389818783849478
16,4,31,1,0.06333824014291167
16,4,31,2,0.0629657693207264
16,4,31,3,0.06447686813771725
16,4,31,4,0.07444122107699513
16,4,31,5,0.07447990123182535
16,4,36,1,0.06350558018311858
16,4,36,2,0.06310496013611555
16,4,36,3,0.07505809189751744
16,4,36,4,0.07481267908588052
16,4,36,5,0.07478439947590232
16,4,41,1,0.06362956017255783
16,4,41,2,0.06396088050678372
16,4,41,3,0.07678546011447906
16,4,41,4,0.07626197068020701
16,4,41,5,0.07438675034791231
16,4,46,1,0.06324141984805465
16,4,46,2,0.06491163047030568
16,4,46,3,0.07549999048933387
16,4,46,4,0.07445339113473892
16,4,46,5,0.07474158890545368
16,4,51,1,0.06352555938065052
16,4,51,2,0.06902207853272557
16,4,51,3,0.07727314019575715
16,4,51,4,0.07473208010196686
16,4,51,5,0.0748980394564569
16,4,56,1,0.06341634085401893
16,4,56,2,0.07366319885477424
16,4,56,3,0.07459645858034492
16,4,56,4,0.07531874114647508
16,4,56,5,0.07443469017744064
16,4,61,1,0.06332092918455601
16,4,61,2,0.07389473030343652
16,4,61,3,0.07597818039357662
16,4,61,4,0.07483823923394084
16,4,61,5,0.0765605503693223
16,4,66,1,0.06454938091337681
16,4,66,2,0.07491753902286291
16,4,66,3,0.07488874951377511
16,4,66,4,0.07513277931138873
16,4,66,5,0.07520776009187102
16,4,71,1,0.06396921118721366
16,4,71,2,0.07506407098844647
16,4,71,3,0.07616832852363586
16,4,71,4,0.07553121075034142
16,4,71,5,0.07516626035794616
16,4,76,1,0.06349822971969843
16,4,76,2,0.07551428163424134
16,4,76,3,0.07564480882138014
16,4,76,4,0.07553727133199573
16,4,76,5,0.07562083192169666
16,4,81,1,0.06617418956011534
16,4,81,2,0.07759849075227976
16,4,81,3,0.07793741999194026
16,4,81,4,0.07578353164717555
16,4,81,5,0.07718800101429224
16,4,86,1,0.06777225993573666
16,4,86,2,0.07648671977221966
16,4,86,3,0.07619461975991726
16,4,86,4,0.07596381939947605
16,4,86,5,0.07559858961030841
16,4,91,1,0.06549776066094637
16,4,91,2,0.11029699118807912
16,4,91,3,0.13376788003370166
16,4,91,4,0.10990952141582966
16,4,91,5,0.11089353123679757
16,4,96,1,0.10151068912819028
16,4,96,2,0.1092485198751092
16,4,96,3,0.10952116921544075
16,4,96,4,0.1095516886562109
16,4,96,5,0.11023360071703792
16,4,101,1,0.07286069914698601
16,4,101,2,0.07650493877008557
16,4,101,3,0.07741116918623447
16,4,101,4,0.07677759975194931
16,4,101,5,0.07622016128152609
16,4,106,1,0.0675654411315918
16,4,106,2,0.07586752064526081
16,4,106,3,0.07656192174181342
16,4,106,4,0.07581063080579042
16,4,106,5,0.07598066003993154
16,4,111,1,0.07525585126131773
16,4,111,2,0.07560265017673373
16,4,111,3,0.0764072104357183
16,4,111,4,0.07612006040289998
16,4,111,5,0.07718252949416637
16,4,116,1,0.07490141084417701
16,4,116,2,0.07682517170906067
16,4,116,3,0.07562824059277773
16,4,116,4,0.07708319928497076
16,4,116,5,0.07683755131438375
16,4,121,1,0.07588427979499102
16,4,121,2,0.0760120595805347
16,4,121,3,0.07622990990057588
16,4,121,4,0.07626789854839444
16,4,121,5,0.07583352969959378
16,4,126,1,0.07602174999192357
16,4,126,2,0.07614392088726163
16,4,126,3,0.07653344888240099
16,4,126,4,0.07664267905056477
16,4,126,5,0.07644595112651587
16,4,131,1,0.07604895858094096
16,4,131,2,0.07571314228698611
16,4,131,3,0.08184450911357999
16,4,131,4,0.08020703913643956
16,4,131,5,0.08199039148166776
16,4,136,1,0.07604222977533937
16,4,136,2,0.07650661980733275
16,4,136,3,0.07804764900356531
16,4,136,4,0.0765913212671876
16,4,136,5,0.07782746804878116
16,4,141,1,0.07552840048447251
16,4,141,2,0.08273886982351542
16,4,141,3,0.07649845909327269
16,4,141,4,0.07676834939047694
16,4,141,5,0.07653705077245831
16,4,146,1,0.0791699206456542
16,4,146,2,0.07653493201360106
16,4,146,3,0.07664472097530961
16,4,146,4,0.07719895802438259
16,4,146,5,0.07584969978779554
21,4,21,1,0.04776623100042343
21,4,21,2,0.048351630102843046
21,4,21,3,0.04973354050889611
21,4,21,4,0.05457368213683367
21,4,21,5,0.059801668394356966
21,4,26,1,0.06273032864555717
21,4,26,2,0.06427994929254055
21,4,26,3,0.08645066991448402
21,4,26,4,0.07480375934392214
21,4,26,5,0.07442260161042213
21,4,31,1,0.06287542870268226
21,4,31,2,0.06318154046311975
21,4,31,3,0.06776412017643452
21,4,31,4,0.07443249924108386
21,4,31,5,0.07615195121616125
21,4,36,1,0.06354163866490126
21,4,36,2,0.06413980852812529
21,4,36,3,0.07367260986939073
21,4,36,4,0.07586502004414797
21,4,36,5,0.07551696849986911
21,4,41,1,0.06450972985476255
21,4,41,2,0.06362274056300521
21,4,41,3,0.07822858169674873
21,4,41,4,0.07451812038198113
21,4,41,5,0.07439123000949621
21,4,46,1,0.06789244012907147
21,4,46,2,0.07059103110805154
21,4,46,3,0.0790069717913866
21,4,46,4,0.07577284006401896
21,4,46,5,0.0748845492489636
21,4,51,1,0.06347713991999626
21,4,51,2,0.0726590515114367
21,4,51,3,0.08030151948332787
21,4,51,4,0.07535104174166918
21,4,51,5,0.0801206799224019
21,4,56,1,0.06599103100597858
21,4,56,2,0.07599673001095653
21,4,56,3,0.07478337967768312
21,4,56,4,0.0759538309648633
21,4,56,5,0.0751702394336462
21,4,61,1,0.06317043211311102
21,4,61,2,0.07489084033295512
21,4,61,3,0.0752075295895338
21,4,61,4,0.0752718304283917
21,4,61,5,0.07531608920544386
21,4,66,1,0.06370317889377475
21,4,66,2,0.07475304882973433
21,4,66,3,0.0751874502748251
21,4,66,4,0.07441667839884758
21,4,66,5,0.07574731949716806
21,4,71,1,0.06405440159142017
21,4,71,2,0.07564819883555174
21,4,71,3,0.07523987907916307
21,4,71,4,0.07572192931547761
21,4,71,5,0.07624421967193484
21,4,76,1,0.064393759239465
21,4,76,2,0.07557164877653122
21,4,76,3,0.07492674048990011
21,4,76,4,0.07842922117561102
21,4,76,5,0.07588311098515987
21,4,81,1,0.06403441075235605
21,4,81,2,0.07524895016103983
21,4,81,3,0.07495950208976865
21,4,81,4,0.07615959970280528
21,4,81,5,0.07693302119150758
21,4,86,1,0.06598716136068106
21,4,86,2,0.07603147067129612
21,4,86,3,0.07575163152068853
21,4,86,4,0.07556767901405692
21,4,86,5,0.07960363058373332
21,4,91,1,0.07165841991081834
21,4,91,2,0.07607067935168743
21,4,91,3,0.07659199880436063
21,4,91,4,0.07694497937336564
21,4,91,5,0.0769659411162138
21,4,96,1,0.0650842604227364
21,4,96,2,0.07862995145842433
21,4,96,3,0.07598049007356167
21,4,96,4,0.07726550102233887
21,4,96,5,0.07748670177534223
21,4,101,1,0.06720700999721885
21,4,101,2,0.07578913122415543
21,4,101,3,0.07643688935786486
21,4,101,4,0.07589995162561536
21,4,101,5,0.07583379978314042
21,4,106,1,0.07441829890012741
21,4,106,2,0.07622372126206756
21,4,106,3,0.07625665049999952
21,4,106,4,0.076863719150424
21,4,106,5,0.07564499042928219
21,4,111,1,0.07843805011361837
21,4,111,2,0.07905140984803438
21,4,111,3,0.07610124070197344
21,4,111,4,0.07608985994011164
21,4,111,5,0.07505531888455153
21,4,116,1,0.07543067913502455
21,4,116,2,0.07604507962241769
21,4,116,3,0.07758700987324119
21,4,116,4,0.07760754087939858
21,4,116,5,0.07630995009094477
21,4,121,1,0.07688795914873481
21,4,121,2,0.07827535970136523
21,4,121,3,0.07746622897684574
21,4,121,4,0.07602156838402152
21,4,121,5,0.07670540129765868
21,4,126,1,0.0760565185919404
21,4,126,2,0.07683018920943141
21,4,126,3,0.07707204902544618
21,4,126,4,0.07711888989433646
21,4,126,5,0.08096826961264014
21,4,131,1,0.0757090887054801
21,4,131,2,0.0777394394390285
21,4,131,3,0.08186949184164405
21,4,131,4,0.0771034206263721
21,4,131,5,0.07693405030295253
21,4,136,1,0.07591886911541224
21,4,136,2,0.07682094117626548
21,4,136,3,0.07624796126037836
21,4,136,4,0.07578306132927537
21,4,136,5,0.07863932056352496
21,4,141,1,0.07644689874723554
21,4,141,2,0.07665646029636264
21,4,141,3,0.07604265818372369
21,4,141,4,0.07654109038412571
21,4,141,5,0.0799187202937901
21,4,146,1,0.07679445203393698
21,4,146,2,0.07705210940912366
21,4,146,3,0.07742966990917921
21,4,146,4,0.0766925304196775
21,4,146,5,0.07722342852503061
26,4,26,1,0.04751390079036355
26,4,26,2,0.05075810011476278
26,4,26,3,0.05600813077762723
26,4,26,4,0.061438127886503935
26,4,26,5,0.05768387811258435
26,4,31,1,0.06236555986106395
26,4,31,2,0.06682876031845808
26,4,31,3,0.07131031947210431
26,4,31,4,0.0749586895108223
26,4,31,5,0.07528109010308981
26,4,36,1,0.06305693881586194
26,4,36,2,0.06469895830377936
26,4,36,3,0.07418472087010741
26,4,36,4,0.0735267112031579
26,4,36,5,0.07391333114355803
26,4,41,1,0.0636492483317852
26,4,41,2,0.06496940040960908
26,4,41,3,0.07468465948477387
26,4,41,4,0.0743225309997797
26,4,41,5,0.07401983020827174
26,4,46,1,0.06330758100375533
26,4,46,2,0.066147290635854
26,4,46,3,0.07939456962049007
26,4,46,4,0.07506642956286669
26,4,46,5,0.07513822987675667
26,4,51,1,0.06366966059431434
26,4,51,2,0.0744506111368537
26,4,51,3,0.07549389963969588
26,4,51,4,0.07711682002991438
26,4,51,5,0.07558397017419338
26,4,56,1,0.06316934945061803
26,4,56,2,0.07769405143335462
26,4,56,3,0.0754251005128026
26,4,56,4,0.07740217028185725
26,4,56,5,0.07637155940756202
26,4,61,1,0.06330314790830016
26,4,61,2,0.07551993010565639
26,4,61,3,0.07691501872614026
26,4,61,4,0.07571785943582654
26,4,61,5,0.07625926984474063
26,4,66,1,0.0636244984343648
26,4,66,2,0.07687786826863885
26,4,66,3,0.07545972941443324
26,4,66,4,0.07521098013967276
26,4,66,5,0.07600190117955208
26,4,71,1,0.06505833007395267
26,4,71,2,0.08061569882556796
26,4,71,3,0.07585820974782109
26,4,71,4,0.07605146849527955
26,4,71,5,0.07528047077357769
26,4,76,1,0.06358233047649264
26,4,76,2,0.07676132023334503
26,4,76,3,0.07743578869849443
26,4,76,4,0.07771734148263931
26,4,76,5,0.08064704947173595
26,4,81,1,0.06556320935487747
26,4,81,2,0.07533396128565073
26,4,81,3,0.07529825204983354
26,4,81,4,0.07575989002361894
26,4,81,5,0.07504115113988519
26,4,86,1,0.06360135972499847
26,4,86,2,0.07559862919151783
26,4,86,3,0.07601049030199647
26,4,86,4,0.07767189061269164
26,4,86,5,0.07649378152564168
26,4,91,1,0.07103590993210673
26,4,91,2,0.07596006849780679
26,4,91,3,0.07579775992780924
26,4,91,4,0.07571122143417597
26,4,91,5,0.07572025060653687
26,4,96,1,0.06385758984833956
26,4,96,2,0.07560946978628635
26,4,96,3,0.07769572082906961
26,4,96,4,0.0752638396807015
26,4,96,5,0.07542826002463698
26,4,101,1,0.06823463132604957
26,4,101,2,0.07618768839165568
26,4,101,3,0.07611847016960382
26,4,101,4,0.0762316002510488
26,4,101,5,0.07669996935874224
26,4,106,1,0.0750034092925489
26,4,106,2,0.07681322982534766
26,4,106,3,0.07518177153542638
26,4,106,4,0.10279366979375482
26,4,106,5,0.0779879093170166
26,4,111,1,0.07470708107575774
26,4,111,2,0.075684969779104
26,4,111,3,0.07618085946887732
26,4,111,4,0.07619089912623167
26,4,111,5,0.07547297980636358
26,4,116,1,0.0756270601414144
26,4,116,2,0.07690228056162596
26,4,116,3,0.07699714042246342
26,4,116,4,0.07580901961773634
26,4,116,5,0.07673949003219604
26,4,121,1,0.07662540068849921
26,4,121,2,0.07557247998192906
26,4,121,3,0.07573832990601659
26,4,121,4,0.07607239065691829
26,4,121,5,0.07606795057654381
26,4,126,1,0.07529918104410172
26,4,126,2,0.07580384146422148
26,4,126,3,0.07596435956656933
26,4,126,4,0.07645084988325834
26,4,126,5,0.07643112912774086
26,4,131,1,0.07541860919445753
26,4,131,2,0.07771961856633425
26,4,131,3,0.07805503904819489
26,4,131,4,0.07744672009721398
26,4,131,5,0.07684405194595456
26,4,136,1,0.07607286795973778
26,4,136,2,0.0772288185544312
26,4,136,3,0.07642664946615696
26,4,136,4,0.07627157960087061
26,4,136,5,0.07671975065022707
26,4,141,1,0.07591799134388566
26,4,141,2,0.07693928899243474
26,4,141,3,0.07937120972201228
26,4,141,4,0.08088076952844858
